Price,Description,Location,Area,No_rooms,No_bathrooms,City,Category,Price/m2
110000,SALE 2+1 BULEVARDI INI IN YZBERISH,Yzberish,88.0,2,1,Tirana,Sale,1250.0
500,2+1 APARTMENT FOR RENT ON KAVAJA STREET!,,82.0,2,1,Tirana,Rent,6.097560975609756
70000,"DON BOSCO, APARTMENT 1+1 FOR SALE!",,46.0,1,1,Tirana,Sale,1521.7391304347825
140000,2+1 APARTMENT FOR SALE IN VOLLGA!,,93.0,2,1,Durrës,Sale,1505.3763440860216
106000,APARTMENT FOR SALE 2+1 IN ASTIR NEAR BOHEMIA,,122.0,2,1,Tirana,Sale,868.8524590163935
54900,1+1 APARTMENT FOR SALE IN GOLEM,Golem,73.0,1,1,Durrës,Sale,752.054794520548
650,"2+1 APARTMENT FOR RENT, DON BOSCO!",Rruga Albanopoli,85.0,2,1,Tirana,Rent,7.647058823529412
250,"1+1 apartment for rent near ""Gjergj Kastrioti"" boulevard",,60.0,1,1,Korçë,Rent,4.166666666666667
700,Apartment 2+1+Garage near December 21!!,"Rr. Frosina Plaku, perballe me Bar Oslo",105.0,2,1,Tirana,Rent,6.666666666666667
350,THE THIRD FLOOR OF A VILLA FOR RENT IN THE FORMER KENETE!,,99.0,2,1,Durrës,Rent,3.5353535353535355
62100,APARTMENT 1+1 FOR SALE 50M FAR FROM THE SEA FROM SKEMBI KAVAJES!!,,73.0,1,1,Durrës,Sale,850.6849315068494
131220,"2+1 apartment for sale, Oasis Residence, Astir",,109.0,2,2,Tirana,Sale,1203.8532110091744
128900,"2+1 apartment for sale, Oasis Residence, Astir",,107.0,2,2,Tirana,Sale,1204.6728971962616
1500,APARTMENT 3+1+2 FOR RENT NEAR THE CENTER!!!,,140.0,3,2,Tirana,Rent,10.714285714285714
178000,APARTMENT FOR SALE 2+1+2 NEAR THE BOTANICAL GARDEN,,136.0,2,2,Tirana,Sale,1308.8235294117646
1600,"""3 Bedroom Duplex on the 11th and 12th Floors of the 'Tirana Garden' Building""",,187.0,3,2,Tirana,Rent,8.556149732620321
245000,APARTMENT FOR SALE 3+1+2 NEAR THE BOTANICAL GARDEN,,188.0,3,2,Tirana,Sale,1303.1914893617022
1000,"In the Block, Apartment for Rent 2+1+Garage!",Bllok,125.0,2,1,Tirana,Rent,8.0
1500,2+1 Apartment for Rent in the Block Area!,Rruga Brigada VIII,125.0,2,1,Tirana,Rent,12.0
148011,"APARTMENT FOR SALE 2+1, NEW BULEVARDI","Rruga ""Dine Hoxha""",120.0,2,2,Tirana,Sale,1233.425
153166,"APARTMENT FOR SALE 2+1, NEW BULEVARDI","Rruga ""Dine Hoxha""",124.0,2,2,Tirana,Sale,1235.2096774193549
150000,"For sale, Apartment 1+1, WHITE TOWER, Municipality of Paris, Tirana",Medar Shtylla,81.0,1,1,Tirana,Sale,1851.851851851852
57000,1+1 APARTMENT FOR SALE IN ILYRIA BEACH.,,57.0,1,1,Durrës,Sale,1000.0
82000,APARTMENT FOR SALE 2+1+GARAGE IN KAVAJE!!,,141.0,2,1,Kavajë,Sale,581.5602836879433
123000,APARTMENT 2+1 FOR SALE IN ASTIR!,,95.0,2,1,Tirana,Sale,1294.7368421052631
400,Apartment 2+1 for rent in Xhamllik near Straus Square!!,Rruga Xhanfize Keko,66.0,2,1,Tirana,Rent,6.0606060606060606
1000,APARTMENT BLOCK 3+1+2 FOR RENT!,Rruga Nikolla Tupe,124.0,3,2,Tirana,Rent,8.064516129032258
153000,SHESIM APARTAMENT 1+1 ME PAMJE NGA LIQENII TEK LIQENI I THATE!,,85.0,1,1,Tirana,Sale,1800.0
550,Apartment for Rent 2+1+Veranda Near Mihal Grameno School,,160.0,2,1,Tirana,Rent,3.4375
1250,"APARTMENT FOR RENT WITH PARKING POST, NEAR WILLSON SQUARE!",,165.0,2,2,Tirana,Rent,7.575757575757576
600,2+1+2 apartment for rent in Don Bosco!,"Don Bosco, prane Vizion Plus",87.0,2,2,Tirana,Rent,6.896551724137931
45000,"1+1 APARTMENT FOR SALE NEAR THE POLICE HEADQUARTERS, DURRES!",,57.0,1,1,Durrës,Sale,789.4736842105264
450000,PRIVATE HOUSE FOR SALE NEAR NEW MATERNITY,"Prane Maternitetit te Ri, Rruga: Hodo Beg",322.0,2,2,Tirana,Sale,1397.5155279503106
165000,APARTMENT 2+1+2 IN ALI DEMI FOR SALE,Kompleksi Vind,103.0,2,2,Tirana,Sale,1601.9417475728155
500,JAPIM ME QIRA APARTAMENT 2+1+ POST PARKIMI TEK SIMA COM !,"Kompleksi Rezidencial ""Sima Com""",88.0,2,1,Tirana,Rent,5.681818181818182
1200,Rent 2+1 Barricadave Street,,64.0,2,1,Tirana,Rent,18.75
1100,LUXURY APARTMENT 3+1+2 PLUS PARKING POST FOR RENT AT THE ALBA RESIDENCE,,120.0,3,2,Tirana,Rent,9.166666666666666
700,APARTMENT FOR RENT 1+1 NEAR RING CENTER,,78.0,1,1,Tirana,Rent,8.974358974358974
100000,Apartment 2+1+2 for sale in Univers City,,133.0,2,2,Tirana,Sale,751.8796992481203
800,APARTMENT FOR RENT 2+1+2 WITH PARKING POST IN THE STAR COMPLEX!,"Rruga Ndre Mjeda, Tirana",106.0,2,2,Tirana,Rent,7.547169811320755
98565,Apartment 2+1+2 for sale in Univers City,,131.0,2,2,Tirana,Sale,752.4045801526718
550,2+1 APARTMENT UNTIL DECEMBER 21!,"Rruga Muhamet Gjollesha, Tirana",75.0,2,1,Tirana,Rent,7.333333333333333
100000,2+1+2 apartment for sale in Univers City,,133.0,2,2,Tirana,Sale,751.8796992481203
110000,APARTMENT FOR SALE 2+1 NEAR THE NEW MARKET!,Qemal STAFA,70.0,2,1,Tirana,Sale,1571.4285714285713
500,APARTMENT 1+1+PARKING SPACE FOR MORTGAGE RENT! (QUARTUM RESIDENCE),Hipoteka,67.0,1,1,Tirana,Rent,7.462686567164179
600,"BOGDANEVE STREET, APARTMENT/ OFFICE FOR RENT!",Rruga Bogdaneve,120.0,2,2,Tirana,Rent,5.0
130750,"MYSLYM SHYRI, 1+1 APARTMENT FOR SALE",Myslym Shyri,61.0,1,1,Tirana,Sale,2143.44262295082
320000,"MYSLYM SHYRI, 2 APARTMENTS 1+1 (2 PARKING SPOTS) !",Myslym Shyri,133.0,3,2,Tirana,Sale,2406.0150375939847
62000,Selling 1+1 first floor!,"prane hotel ""Dolce Vita""",65.0,1,1,Durrës,Sale,953.8461538461538
165000,Apartment 2+1+2 in the area of Xhamllik in the former Profarma!!,Ish Profarma,137.0,2,2,Tirana,Sale,1204.3795620437957
450,"APARTMENT 2+1 FOR RENT, FRESH!!",,92.0,2,1,Tirana,Rent,4.891304347826087
45000,1+1 APARTMENT FOR SALE IN GOLEM!!!,Golem,60.0,1,1,Durrës,Sale,750.0
205500,2+1 APARTMENT FOR SALE IN SARANDE WITH SEA VIEW,,83.0,1,1,Sarandë,Sale,2475.9036144578313
292625,2+1 APARTMENT FOR SALE IN SARANDE WITH SEA VIEW,,117.0,2,1,Sarandë,Sale,2501.068376068376
113500,"1+1 Apartment for sale in Astir in the Residential Complex ""Green City""",Rruga Nexho Konomi,79.0,1,1,Tirana,Sale,1436.7088607594937
250,"SUPER APARTMENT 1+1 FOR RENT NEAR RROTA KUQE, BEACH!",,58.0,1,1,Durrës,Rent,4.310344827586207
86000,APARTMENT FOR SALE 2+1+2 IN COMPLEX-EKA ON THE BEACH!,,104.0,2,2,Durrës,Sale,826.9230769230769
228800,2+1 APARTMENT FOR SALE IN GARDEN BUILDING!,,114.0,2,2,Tirana,Sale,2007.017543859649
250,1+1 APARTMENT FOR RENT NEAR THE POLICE HEADQUARTERS.,,65.0,1,1,Durrës,Rent,3.8461538461538463
88000,"Fireplace, Apartment 2+1 for sale",Prane Oxhakut,67.0,2,1,Tirana,Sale,1313.4328358208954
400,"TEK VIZION PLUS NE DON BOSKO, JEPET ME QERA APARTAMENT 1+1 !",kompleksi Vizion Plus,70.0,1,1,Tirana,Rent,5.714285714285714
750,Space for rent at ATSH!,"Gjimnazi Ismail Qemali, Rruga Tefta Tashko",95.0,2,2,Tirana,Rent,7.894736842105263
300,JEPET ME QIRA APARTAMENT 1+1 NE PLAZH HEKURUDHA!,,57.0,1,1,Durrës,Rent,5.2631578947368425
800,"APARTMENT FOR RENT 2+1+2, DON BOSCO!",,140.0,2,2,Tirana,Rent,5.714285714285714
1100,APARTMENT 2+1+2 WITH PARKING POST IN THE BLOCK!,Donika Kastrioti,165.0,2,2,Tirana,Rent,6.666666666666667
250000,APARTMENT 2+1 + PARKING POST AT DELIJORGI.,Kompleksi Delijorgji,97.0,2,1,Tirana,Sale,2577.319587628866
115000,"SIRI KODRA, 2+1 APARTMENT FOR SALE!",Rruga Siri Kodra,100.0,2,2,Tirana,Sale,1150.0
120000,"SIRI KODRA, 2+1 APARTMENT FOR SALE!",Rruga Siri Kodra,104.0,2,2,Tirana,Sale,1153.8461538461538
87000,"SIRI KODRA, APARTMENT 1+1 FOR SALE!",Rruga Siri Kodra,76.0,1,1,Tirana,Sale,1144.7368421052631
400,Apartment for rent in Astir,Rr. Teodor Keko,88.0,2,1,Tirana,Rent,4.545454545454546
500,2+1 APARTMENT AT MYSLYM SHYRI!,"Rruga Him Kolli, Tiranë, Albania, Tiranë",74.0,2,1,Tirana,Rent,6.756756756756757
600,JAPIM APARTAMENT ME QERA 2+1 PRANE INXHINJERISE SE NDERTIMIT,RRUGA NIKOLLA JORGA,75.0,2,1,Tirana,Rent,8.0
650,APARTMENT 2+1 FOR RENT AT DRY LAKES!!!,,102.0,2,1,Tirana,Rent,6.372549019607843
54000,1+1 APARTMENT FOR SALE IN GOLEM!,Golem,54.0,1,1,Durrës,Sale,1000.0
190000,APARTMENT FOR SALE 2+1+2+PARKING SPACE AT TOWER BRIDGE 3!,Tower Bridge 3,101.0,2,2,Tirana,Sale,1881.1881188118812
300,1+1 APARTMENT FOR RENT ON THE BEACH!,"Plazh, Hekurudha",60.0,1,1,Durrës,Rent,5.0
78500,1+1 apartment for sale in Xhamlliku,,66.0,1,1,Tirana,Sale,1189.3939393939395
750,APARTMENT 2+1 FOR RENT IN MYSLYM SHYR!!!,,95.0,2,1,Tirana,Rent,7.894736842105263
900,2+1 APARTMENT FOR RENT NEAR THE ARTISTIC LYCEUM!,Liceu artistik,110.0,2,1,Tirana,Rent,8.181818181818182
550,Apartment for rent near the new market.,,76.0,2,1,Tirana,Rent,7.2368421052631575
77000,"TIRANA PROSECUTOR'S OFFICE, 1+1 APARTMENT FOR SALE",Prokuroria e Tiranes,45.0,1,1,Tirana,Sale,1711.111111111111
700,"APARTMENT 2+1 FOR RENT FOR OFFICES, ZOGU I BULEVARD!",Bulevardi Zogu i Parë,105.0,2,1,Tirana,Rent,6.666666666666667
300,"FOR RENT, THE 2ND FLOOR OF A VILLA IN GOLEM!!",Golem,90.0,2,1,Durrës,Rent,3.3333333333333335
94000,2+1 APARTMENT FOR SALE at ZOGU ZI,,105.0,2,1,Tirana,Sale,895.2380952380952
49166,"EXCLUSIVE! 1+1 APARTMENT FOR SALE IN THE NEWEST GOLEM COMPLEX! €650/M2, POSSIBILITY OF PAYMENT IN INSTALLMENTS FOR 2 YEARS!",,76.0,1,1,Durrës,Sale,646.921052631579
49081,"EXCLUSIVE! 1+1 APARTMENT FOR SALE IN THE NEWEST GOLEM COMPLEX! €650/M2, POSSIBILITY OF PAYMENT IN INSTALLMENTS FOR 2 YEARS!",,76.0,1,1,Durrës,Sale,645.8026315789474
47703,"EXCLUSIVE! 1+1 APARTMENT FOR SALE IN THE NEWEST GOLEM COMPLEX! €650/M2, POSSIBILITY OF PAYMENT IN INSTALLMENTS FOR 2 YEARS!",,73.0,1,1,Durrës,Sale,653.4657534246576
39240,"EXCLUSIVE! 1+1 APARTMENT FOR SALE IN THE NEWEST GOLEM COMPLEX! €650/M2, POSSIBILITY OF PAYMENT IN INSTALLMENTS FOR 2 YEARS!",,60.0,1,1,Durrës,Sale,654.0
570,2+1+2 apartment for rent in the Dry Lake area!,,116.0,2,2,Tirana,Rent,4.913793103448276
55000,2+1 APARTMENT FOR SALE IN DURRES BEACH!,"Plazh, Hekurudha",56.0,2,1,Durrës,Sale,982.1428571428571
65000,1+1 APARTMENT FOR SALE IN BRYL!,Brryli,56.0,1,1,Tirana,Sale,1160.7142857142858
140000,3 STUDIO APARTMENTS FOR SALE ON 5 MAY STREET!!,,100.0,3,3,Tirana,Sale,1400.0
240000,Luxury Apartment for sale + Parking Post at Residence Sofia!,,80.0,1,1,Tirana,Sale,3000.0
135000,APARTMENT 3+1 FOR SALE NEAR THE TURN OF KAMZE!!!,Kthesa e Kamzes,128.0,3,1,Tirana,Sale,1054.6875
458500,2+1+2 apartment for sale at Unico Residence in the block,,109.0,2,2,Tirana,Sale,4206.422018348624
1000,APARTMENT FOR RENT 3+1+2 +3 BALCONIES!,Rruga Siri Kodra,150.0,3,2,Tirana,Rent,6.666666666666667
84000,"APARTMENT AT TIRANA RESORT, RADHIME","Radhime , Tirana Resort",56.0,1,1,Vlorë,Sale,1500.0
159000,"FORMER PARK, 2+1 APARTMENT FOR SALE",Ish Parku,93.3,2,1,Tirana,Sale,1704.1800643086817
450,APARTMENT FOR RENT 1+1 NEAR BAR OSLO XHAMMLIK,,77.0,1,1,Tirana,Rent,5.8441558441558445
190,2+1 apartment for rent in district 4,,70.0,2,1,Korçë,Rent,2.7142857142857144
500,"SUN HILL, 3+1 APARTMENT FOR RENT",Rruga Bill Klinton,118.0,3,2,Tirana,Rent,4.237288135593221
650,"RENT, APARTMENT 2+1+2, DRY LAKE!",,120.0,2,2,Tirana,Rent,5.416666666666667
300,FOUR VILLAS 2+1 FOR RENT!!,Golem,90.0,2,1,Durrës,Rent,3.3333333333333335
590,For rent 1 + 1 +1,,64.0,1,1,Tirana,Rent,9.21875
500,"1+1 APARTMENT FOR RENT, IN LUNGOMARE!",,64.0,1,1,Vlorë,Rent,7.8125
420,"APARTMENT 3+1+2 FOR RENT, IN THE CENTRAL!",,134.8,2,2,Vlorë,Rent,3.115727002967359
130000,APARTMENT FOR SALE 2+1+2 IN ASTIR NEAR BOHEM,,123.0,2,2,Tirana,Sale,1056.9105691056911
75000,APARTMENT 1+1 FOR SALE AT URBAN GATE IN ASTIR,,68.0,1,1,Tirana,Sale,1102.9411764705883
80000,APARTMENT 1+1 FOR SALE AT URBAN GATE IN ASTIR,,72.0,1,1,Tirana,Sale,1111.111111111111
750,"IN THE MUNICIPALITY OF PARIS, APARTMENT 2+1 FOR RENT!",Lulishtja Komunes Parisit,97.0,2,1,Tirana,Rent,7.731958762886598
200,"APARTMENT 2+1+2 FOR RENT, ON THE BEACH!!",,115.0,2,1,Durrës,Rent,1.7391304347826086
420000,APARTMENT FOR SALE 2+1+2+PARKING POST AT GARDEN SIDE!,Rruga Faik Konica,131.0,2,2,Tirana,Sale,3206.1068702290077
160000,2+1 APARTMENT FOR SALE IN DRY LAKE!,,92.0,2,2,Tirana,Sale,1739.1304347826087
400,"2+1 APARTMENT FOR RENT, VLORE",Lagjja '' Pavaresia '',109.0,2,2,Vlorë,Rent,3.669724770642202
1000,APARTMENT FOR RENT 2+1+2+ VERANDA IN SELVIA.,,140.0,2,2,Tirana,Rent,7.142857142857143
650,"APARTMENT 1+1+YARD FOR RENT, Residence Sofia","Rezidenca ""Sofia"", TEG",70.0,1,1,Tirana,Rent,9.285714285714286
129000,SHITET APARTAMENT 2+1+2 NE ASTIR,,104.0,2,2,Tirana,Sale,1240.3846153846155
550,2+1 APARTMENT FOR RENT NEAR THE DRY LAKE!,,110.0,2,2,Tirana,Rent,5.0
149050,APARTMENT FOR SALE 3+1 AT TIRANA ACCESS,,136.0,3,2,Tirana,Sale,1095.9558823529412
225000,"2+1 APARTMENT WITH SEA VIEW, LUNGOMARE 1",,127.0,2,2,Vlorë,Sale,1771.6535433070867
180000,"2+1 APARTMENT FOR SALE IN THE MAGNET COMPLEX, DECEMBER 21!",,99.0,2,1,Tirana,Sale,1818.1818181818182
75000,Apartment 2+1 for sale in Aleksander Goga Street.,,110.0,2,1,Durrës,Sale,681.8181818181819
80000,1+1 apartment for sale in Golem.,,61.0,1,1,Durrës,Sale,1311.4754098360656
85000,"2+1 APARTMENT FOR SALE IN HEKURUDHA BEACH, DURRES!",,97.0,2,1,Durrës,Sale,876.2886597938144
1200,APARTMENT WITH VERANDA FOR RENT,Lagjja '' Pavaresia '',200.0,2,2,Vlorë,Rent,6.0
106600,"SHENGJIN, 2+1 APARTMENT FOR SALE",Shengjin,83.0,2,1,Shëngjin,Sale,1284.3373493975903
470,"APARTMENT FOR RENT 1+1, GERMAN COTTAGES!",,84.0,1,1,Tirana,Rent,5.595238095238095
150000,PRIVATE HOUSE FOR SALE IN THE CENTER OF DURRES!,,134.0,2,1,Durrës,Sale,1119.402985074627
118000,APARTMENT FOR SALE 2+1+2 IN ASTIR NEAR BOHEM,,123.0,2,2,Tirana,Sale,959.349593495935
1200,LUXURY APARTMENT 2+1+2 PARKING SPACE NEAR THE DRY LAKE!,Liqeni i Thate,140.0,2,2,Tirana,Rent,8.571428571428571
158000,APARTMENT FOR SALE 3+1+2+PARKING SPACE AT CASA ITALIA!,Rruga 29 Nentori,119.0,3,2,Tirana,Sale,1327.7310924369747
82180,"We are selling a 2+1 apartment at the Northern Ring Road of Tirana, Lihda School of Prizren",Rruga Lidhja e Prizrenit,93.0,2,1,Tirana,Sale,883.6559139784946
55425,OPPORTUNITY! 1+1 APARTMENT FOR SALE IN ORIKUM!,,75.0,1,1,Vlorë,Sale,739.0
93500,"We are selling a 2+1 apartment at the Northern Ring Road of Tirana, Lihda School of Prizren",Rruga Lidhja e Prizrenit,106.0,2,1,Tirana,Sale,882.0754716981132
89320,"We are selling a 2+1 apartment at the Northern Ring Road of Tirana, Lihda School of Prizren",Rruga Lidhja e Prizrenit,102.0,2,1,Tirana,Sale,875.6862745098039
60150,"We are selling a 1+1 apartment at the Northern Ring Road of Tirana, Lihda School of Prizren",Rruga Lidhja e Prizrenit,68.0,1,1,Tirana,Sale,884.5588235294117
500,2+1 APARTMENT FOR LONG-TERM RENT IN LUNGOMARE,Rruga Murat Terbaci,127.0,2,1,Vlorë,Rent,3.937007874015748
500,LUXURY APARTMENT 2+1 FOR RENT IN ISA BOLETINI SQUARE,Sheshi Isa Boletini,163.0,2,2,Vlorë,Rent,3.067484662576687
55748,"We are selling a 1+1 apartment at the Northern Ring Road of Tirana, Lihda School of Prizren",Rruga Lidhja e Prizrenit,63.0,1,1,Tirana,Sale,884.8888888888889
1200,2+1 APARTMENT FOR RENT NEAR GARDE!,Rr. Adem Jashari,235.0,2,1,Tirana,Rent,5.1063829787234045
240000,DUPLEX FOR SALE 3+2 NEAR RESIDENCE KODRA DIELLIT 1,Residenca Kodra Diellit 1,160.0,3,2,Tirana,Sale,1500.0
58000,1+1 APARTMENT FOR SALE NEAR THE SPORTS PALACE!,,64.0,1,1,Durrës,Sale,906.25
121000,"APARTMENT FOR SALE 2+1+2, JATA MARKET ASTIR",,98.0,2,2,Tirana,Sale,1234.6938775510205
142000,1+1 APARTMENT FOR SALE IN THE BLOCK AREA,,62.0,1,1,Tirana,Sale,2290.3225806451615
153000,2+1 APARTMENT AT THE FORMER PARK!,ish parku,107.0,2,1,Tirana,Sale,1429.9065420560748
1000,"SAUK, 2+1 APARTMENT FOR RENT",Sauk,144.0,2,2,Tirana,Rent,6.944444444444445
137000,APARTMENT FOR SALE IN MIRABELLA COMPLEX 2+1+2,,105.0,2,2,Tirana,Sale,1304.7619047619048
61000,"APARTMENT FOR SALE 2+1 ""VENATINO RESIDENCE"" KAMEZ",,94.0,2,1,Tirana,Sale,648.936170212766
104000,"APARTMENT FOR SALE 2+1+2 WITH VERANDA, ""VENATINO RESIDENCE"" KAMEZ",,102.0,2,2,Tirana,Sale,1019.6078431372549
70500,"APARTMENT FOR SALE 2+1+2 WITH VERANDA, ""VENATINO RESIDENCE"" KAMEZ",,103.0,2,2,Tirana,Sale,684.4660194174758
510000,"""3 Bedroom Duplex on the 11th and 12th Floors of the 'Tirana Garden' Building""",,187.0,3,2,Tirana,Sale,2727.2727272727275
133500,"1+1 apartment for sale in Turquoise Marina Residence, Hamallaj",,70.0,1,1,Durrës,Sale,1907.142857142857
175000,APARTMENT 1+1+PARKING SPACE FOR SALE IN A RESIDENTIAL COMPLEX NEAR TEG,,74.0,1,1,Tirana,Sale,2364.864864864865
99000,APARTMENT FOR SALE 2+1+2 TOILET+VERANDA 42M2 IN DURRES!!,,160.0,2,2,Durrës,Sale,618.75
900,APARTMENT 3+1+2 FOR RENT IN BLACK BIRD!,,137.0,2,2,Tirana,Rent,6.569343065693431
500,"Near May 5 Street, For Rent 3+1 Invested!!!",,110.0,3,2,Tirana,Rent,4.545454545454546
95000,1+1 APARTMENT FOR SALE IN VOLLGA!,,80.0,1,1,Durrës,Sale,1187.5
659000,3+1 APARTMENT NEAR DINAMO STADIUM!!,Emin Duraku,134.0,3,2,Tirana,Sale,4917.910447761194
700,"BOTANICAL GARDEN, 2+1 APARTMENTS FOR RENT",Kopshti Botanik,104.0,2,1,Tirana,Rent,6.730769230769231
350,3+1 FOR RENT IN SHKOZË!,,150.0,3,1,Tirana,Rent,2.3333333333333335
700,2+1 apartment for rent,,131.0,2,2,Tirana,Rent,5.343511450381679
83000,TWO BEDROOM APARTMENT FOR SALE AT MYSLYM KETA STREET,,80.0,2,1,Tirana,Sale,1037.5
70000,1+1 APARTMENT FOR SALE IN VLORE,Rruga ''Veledin Kollozi'',82.0,1,1,Vlorë,Sale,853.6585365853658
103334,1+1 APARTMENT FOR SALE IN THE PARALLEL LIVING RESIDENCE,,74.0,1,1,Tirana,Sale,1396.4054054054054
138908,APARTMENT 2+1+2 FOR SALE IN PARALLEL LIVING RESIDENCE,,99.0,2,2,Tirana,Sale,1403.111111111111
300,1+1 APARTMENT FOR RENT,,51.0,1,1,Vlorë,Rent,5.882352941176471
1000,1+1+Garage for rent in White Hill,Kompleksi White Hill,77.0,1,1,Durrës,Rent,12.987012987012987
400,"APARTMENT 2+1, FOR RENT AT RED WHEEL BEACH, WITH SEA VIEW!!",,85.0,2,1,Durrës,Rent,4.705882352941177
225000,FOR SALE 2 APARTMENTS 1+1 + 2 PARKING SPOTS!,BULEVARDI I RI,93.0,1,1,Tirana,Sale,2419.3548387096776
100000,"APARTMENT FOR SALE 2+1, NEAR UET",,125.0,2,1,Tirana,Sale,800.0
72000,APARTMENT 1+1 FOR SALE NEAR SKEMBI I KAVAJA,,75.0,1,1,Durrës,Sale,960.0
700,APARTMENT 3+1+2 FOR RENT FOR RESIDENCE OR OFFICE NEAR RR. Kosovars,,153.0,3,2,Tirana,Rent,4.57516339869281
150000,APARTMENT FOR SALE 2+1+2 NEAR THE GRAND (FORMER ELECTRIC MARKET),,101.0,2,2,Tirana,Sale,1485.148514851485
1200,2+1 + garage at White Hill Residence.,Kompleksi White Hill,112.0,2,1,Durrës,Rent,10.714285714285714
119350,APARTMENT FOR SALE 2+1 NEAR TIRANA ACCESS,,109.0,2,2,Tirana,Sale,1094.954128440367
140800,APARTMENT FOR SALE 3+1 NEAR TIRANA ACCESS,,128.0,3,2,Tirana,Sale,1100.0
88000,1+1 APARTMENT FOR SALE NEAR DECEMBER 21,Supermarket Joena,60.0,1,1,Tirana,Sale,1466.6666666666667
210000,"FOR SALE, APARTMENT 2+1+2 IN THE MAGNET COMPLEX!",kompleksi magnet,121.0,2,2,Tirana,Sale,1735.5371900826447
250,3+1+2 apartment for rent in Linze,,140.0,3,2,Tirana,Rent,1.7857142857142858
400,APARTMENT FOR RENT 1+1+2 BALCONY WITH SEA VIEW ON THE BEACH!!,,87.0,1,1,Durrës,Rent,4.597701149425287
67356,1+1 apartment for sale in Xhamllik!!,Rruga Teli Ndini,56.0,1,1,Tirana,Sale,1202.7857142857142
138400,"FOR SALE 1+1 APARTMENT AT CORNER RESIDENCE, FORMER PARK",,77.0,1,1,Tirana,Sale,1797.4025974025974
250000,"FOR SALE LUXURY APARTMENT 2+1+2 WITH 2 PARKING SPOTS, ASTIR",,111.0,2,2,Tirana,Sale,2252.252252252252
90000,APARTMENT 1+1 FOR SALE WITH SEA VIEW ON THE ROCK OF KAVAJA!!!,,70.0,1,1,Durrës,Sale,1285.7142857142858
350,2+1 APARTMENT FOR RENT IN DURRES!,,105.0,2,1,Durrës,Rent,3.3333333333333335
145000,APARTMENT FOR SALE 2+1 NEAR THE MOSQUE OF TABAKEVE!,,105.0,2,1,Tirana,Sale,1380.952380952381
155000,2+1 APARTMENT FOR SALE IN SHKOZE!,Shkoze,121.0,2,2,Tirana,Sale,1280.9917355371902
75000,APARTMENT FOR SALE 2+1 NEAR NEWS 24,,88.0,2,2,Tirana,Sale,852.2727272727273
3000,THE FIRST FLOOR OF A VILLA FOR RENT IN FARKE!,,148.0,3,3,Tirana,Rent,20.27027027027027
130000,2+1 APARTMENT FOR SALE NEAR NEWS 24!,,97.0,2,1,Tirana,Sale,1340.2061855670104
500,Apartment 2+1+2 and 1 parking space for rent in Ali Demi,Ali Demi,111.0,2,2,Tirana,Rent,4.504504504504505
110000,2+1 APARTMENT FOR SALE NEAR NEWS 24!,,93.0,2,1,Tirana,Sale,1182.7956989247311
80000,1 BEDROOM APARTMENT FOR SALE IN ILIRIA!,,62.0,1,1,Durrës,Sale,1290.3225806451612
295000,"TULIPAN RESIDENCE, APARTMENT FOR SALE 2+1+2 with 200 m2 YARD","Residenca Tulipan, Mjull-Bathore",127.0,2,2,Tirana,Sale,2322.834645669291
150000,Apartment for sale 2+1+2 toilets +2 balconies on Kavaje Street!,Rruga e Kavajes,93.0,2,2,Tirana,Sale,1612.9032258064517
49000,FOR SALE APPARATUS 1+1 IN VOLLGA!,,66.0,1,1,Durrës,Sale,742.4242424242424
600,"APARTMENT 2+1+2 FOR RENT FOR OFFICES/RESIDENTIAL, BEHIND THE OFFICES OF KESH",,115.0,2,2,Tirana,Rent,5.217391304347826
500,"1+1 APARTMENT FOR RENT, IN LUNGOMARE!",,68.0,1,1,Vlorë,Rent,7.352941176470588
600,2+1 APARTMENT FOR RENT ON ELBASANI STREET!,Rruga Elbasanit,96.0,2,1,Tirana,Rent,6.25
225000,"Apartment with veranda for sale in Drimadhe, overlooking the sea!",Drimadhe,100.0,1,1,Vlorë,Sale,2250.0
700,3+1 APARTMENT FOR RENT IN DURRES SKEMBI KAVAJES!,Shkembi i Kavajes,120.0,3,2,Durrës,Rent,5.833333333333333
500,Apartment 2+1+2 for rent in Rezidenca Zirkon,Rezidenca Zirkon,95.0,2,2,Tirana,Rent,5.2631578947368425
110000,"APARTMENT 1+1 FOR SALE, DRY LAKE‼️",,74.0,1,1,Tirana,Sale,1486.4864864864865
270000,APARTMENT FOR SALE 4+2+3 NEW RING ❗,,224.0,4,3,Tirana,Sale,1205.357142857143
550,SUPER APARTMENT FOR RENT 2+1 (+3 BALCONIES +1 GARAGE)!,,135.0,2,1,Durrës,Rent,4.074074074074074
100000,"2+1 APARTMENT FOR SALE ON THE BEACH, NEW BUILDING!",,111.0,2,2,Durrës,Sale,900.9009009009009
350,APARTAMENT 2+1 PRANE QSUT!,QSUT,54.0,2,1,Tirana,Rent,6.481481481481482
750,APARTAMENT 2+1+2 NE RRUGEN MYSLYM SHYRI!,Myslym Shyri,110.0,2,2,Tirana,Rent,6.818181818181818
155000,1+1 APARTMENT FOR SALE NEAR VILES GOLD!,"Rruga e Dibres, Vila Gold",80.0,1,1,Tirana,Sale,1937.5
113400,2+1 apartment with veranda in Fresk for sale,,160.0,2,2,Tirana,Sale,708.75
175000,"APARTMENT FOR SALE 1+1 WITH 1 PARKING SPACE, TEG!",,78.0,1,1,Tirana,Sale,2243.5897435897436
